State,Year,Quarter,Average_pop
IL,2022.0,2.0,3299915.0
IL,2022.0,3.0,3375438.0
IL,2022.0,4.0,3428278.6666666665
IL,2023.0,1.0,3471977.6666666665
IL,2023.0,2.0,3468169.6666666665
IL,2023.0,3.0,3440220.3333333335
IL,2023.0,4.0,3290799.0
IL,2024.0,1.0,3220153.3333333335
IL,2024.0,2.0,3064561.3333333335
IL,2024.0,3.0,2974965.3333333335
IL,2024.0,4.0,2952563.6666666665
IN,2014.0,1.0,1077058.6666666667
IN,2014.0,2.0,1093494.0
IN,2014.0,3.0,1070969.0
IN,2014.0,4.0,1063303.3333333333
IN,2015.0,1.0,1094536.6666666667
IN,2015.0,2.0,1160728.3333333333
IN,2015.0,3.0,1213119.3333333333
IN,2015.0,4.0,1244926.3333333333
IN,2016.0,1.0,1273719.6666666667
IN,2016.0,2.0,1290370.3333333333
IN,2016.0,3.0,1308518.3333333333
IN,2016.0,4.0,1322007.3333333333
IN,2017.0,1.0,1340711.3333333333
IN,2017.0,2.0,1344308.0
IN,2017.0,3.0,1352132.6666666667
IN,2017.0,4.0,1349519.3333333333
IN,2018.0,1.0,1343081.3333333333
IN,2018.0,2.0,1331400.0
IN,2018.0,3.0,1317294.6666666667
IN,2018.0,4.0,1312306.3333333333
IN,2019.0,1.0,1317100.3333333333
IN,2019.0,2.0,1322439.6666666667
IN,2019.0,3.0,1326660.6666666667
IN,2019.0,4.0,1330330.0
IN,2020.0,1.0,1355380.0
IN,2020.0,2.0,1452318.3333333333
IN,2020.0,3.0,1548856.3333333333
IN,2020.0,4.0,1630833.6666666667
IN,2021.0,1.0,1703526.3333333333
IN,2021.0,2.0,1761990.6666666667
IN,2021.0,3.0,1819999.3333333333
IN,2021.0,4.0,1866191.3333333333
IN,2022.0,1.0,1924010.0
IN,2022.0,2.0,1970224.0
IN,2022.0,3.0,1991168.3333333333
IN,2022.0,4.0,2032879.3333333333
IN,2023.0,1.0,2079235.3333333333
IN,2023.0,2.0,2091204.3333333333
IN,2023.0,3.0,1999850.3333333333
IN,2023.0,4.0,1927657.6666666667
IN,2024.0,1.0,1888686.0
IN,2024.0,2.0,1860125.0
IN,2024.0,3.0,1849850.6666666667
IN,2024.0,4.0,1848454.0
KS,2014.0,1.0,359036.3333333333
KS,2014.0,2.0,369490.6666666667
KS,2014.0,3.0,368142.6666666667
KS,2014.0,4.0,368005.0
KS,2015.0,1.0,370896.0
KS,2015.0,2.0,372544.0
KS,2015.0,3.0,373490.6666666667
KS,2015.0,4.0,373924.3333333333
KS,2016.0,1.0,376759.6666666667
KS,2016.0,2.0,395365.3333333333
KS,2016.0,3.0,406172.6666666667
KS,2016.0,4.0,402342.3333333333
KS,2017.0,1.0,381575.3333333333
KS,2017.0,2.0,377186.6666666667
KS,2017.0,3.0,373188.0
KS,2017.0,4.0,361796.6666666667
KS,2018.0,1.0,371576.3333333333
KS,2018.0,2.0,367279.3333333333
KS,2018.0,3.0,375074.0
KS,2018.0,4.0,373060.6666666667
KS,2019.0,1.0,365635.3333333333
KS,2019.0,2.0,348815.6666666667
KS,2019.0,3.0,358501.6666666667
KS,2019.0,4.0,357857.3333333333
KS,2020.0,1.0,356567.6666666667
KS,2020.0,2.0,365021.0
KS,2020.0,3.0,378432.3333333333
KS,2020.0,4.0,392267.3333333333
KS,2021.0,1.0,402645.6666666667
KS,2021.0,2.0,411547.0
KS,2021.0,3.0,421744.0
KS,2021.0,4.0,431924.6666666667
KS,2022.0,1.0,441583.3333333333
KS,2022.0,2.0,449003.0
KS,2022.0,3.0,455725.0
KS,2022.0,4.0,464131.3333333333
KS,2023.0,1.0,472134.6666666667
KS,2023.0,2.0,460852.0
KS,2023.0,3.0,440450.6666666667
KS,2023.0,4.0,418634.3333333333
KS,2024.0,1.0,399143.6666666667
KS,2024.0,2.0,399876.0
KS,2024.0,3.0,384951.6666666667
KS,2024.0,4.0,385340.6666666667
KY,2014.0,1.0,1002721.6666666666
KY,2014.0,2.0,1099504.6666666667
KY,2014.0,3.0,1140760.6666666667
KY,2014.0,4.0,1212113.3333333333
KY,2015.0,1.0,1259748.6666666667
KY,2015.0,2.0,1269056.6666666667
KY,2015.0,3.0,1262296.0
KY,2015.0,4.0,1269899.0
KY,2016.0,1.0,1279065.3333333333
KY,2016.0,2.0,1310312.0
KY,2016.0,3.0,1308614.0
KY,2016.0,4.0,1316557.0
KY,2017.0,1.0,1329612.3333333333
KY,2017.0,2.0,1338202.0
KY,2017.0,3.0,1345714.0
KY,2017.0,4.0,1349775.6666666667
KY,2018.0,1.0,1355666.0
KY,2018.0,2.0,1332720.6666666667
KY,2018.0,3.0,1317721.3333333333
KY,2018.0,4.0,1296805.0
KY,2019.0,1.0,1293211.0
KY,2019.0,2.0,1289673.0
KY,2019.0,3.0,1286813.6666666667
KY,2019.0,4.0,1268487.6666666667
KY,2020.0,1.0,1263875.0
KY,2020.0,2.0,1374054.3333333333
KY,2020.0,3.0,1498066.3333333333
KY,2020.0,4.0,1514151.3333333333
KY,2021.0,1.0,1551352.6666666667
KY,2021.0,2.0,1565935.3333333333
KY,2021.0,3.0,1464924.3333333333
KY,2021.0,4.0,1486330.3333333333
KY,2022.0,1.0,1502924.3333333333
KY,2022.0,2.0,1522818.3333333333
KY,2022.0,3.0,1546569.3333333333
KY,2022.0,4.0,1569670.0
KY,2023.0,1.0,1585420.0
KY,2023.0,2.0,1601567.0
KY,2023.0,3.0,1526741.0
KY,2023.0,4.0,1488741.6666666667
KY,2024.0,1.0,1466204.3333333333
KY,2024.0,2.0,1439673.6666666667
KY,2024.0,3.0,1375343.0
KY,2024.0,4.0,1363566.6666666667
LA,2014.0,1.0,1247928.0
LA,2014.0,2.0,1265955.0
LA,2014.0,3.0,1329402.0
LA,2014.0,4.0,1348833.6666666667
LA,2015.0,1.0,1381382.6666666667
LA,2015.0,2.0,1414301.3333333333
LA,2015.0,3.0,1438994.3333333333
LA,2015.0,4.0,1455465.0
LA,2016.0,1.0,1457594.0
LA,2016.0,2.0,1463957.6666666667
LA,2016.0,3.0,1561498.6666666667
LA,2016.0,4.0,1607791.6666666667
LA,2017.0,1.0,1658062.6666666667
LA,2017.0,2.0,1625819.6666666667
LA,2017.0,3.0,1631144.6666666667
LA,2017.0,4.0,1636861.6666666667
LA,2018.0,1.0,1646839.0
LA,2018.0,2.0,1645273.3333333333
LA,2018.0,3.0,1644139.6666666667
LA,2018.0,4.0,1651888.3333333333
LA,2019.0,1.0,1675895.0
LA,2019.0,2.0,1609901.3333333333
LA,2019.0,3.0,1615742.6666666667
LA,2019.0,4.0,1606224.3333333333
LA,2020.0,1.0,1622615.0
LA,2020.0,2.0,1679959.3333333333
LA,2020.0,3.0,1745795.6666666667
LA,2020.0,4.0,1800885.6666666667
LA,2021.0,1.0,1843682.6666666667
LA,2021.0,2.0,1874949.3333333333
LA,2021.0,3.0,1903239.6666666667
LA,2021.0,4.0,1927862.6666666667
LA,2022.0,1.0,1951194.3333333333
LA,2022.0,2.0,4170727.6666666665
LA,2022.0,3.0,1994480.3333333333
LA,2022.0,4.0,2018642.3333333333
LA,2023.0,1.0,1889664.3333333333
LA,2023.0,2.0,2056720.3333333333
LA,2023.0,3.0,2195708.3333333335
LA,2023.0,4.0,2131428.0
LA,2024.0,1.0,2044508.6666666667
LA,2024.0,2.0,1943640.0
LA,2024.0,3.0,1885517.0
LA,2024.0,4.0,1871522.3333333333
MA,2014.0,1.0,1698474.6666666667
MA,2014.0,2.0,1783727.0
MA,2014.0,3.0,1866897.3333333333
MA,2014.0,4.0,1951849.6666666667
MA,2015.0,1.0,1948792.0
MA,2015.0,2.0,1774243.6666666667
MA,2015.0,3.0,1780364.0
MA,2015.0,4.0,1827500.0
MA,2016.0,1.0,1836338.3333333333
MA,2016.0,2.0,1807845.6666666667
MA,2016.0,3.0,1835916.6666666667
MA,2016.0,4.0,1862783.6666666667
MA,2017.0,1.0,1827548.0
MA,2017.0,2.0,1815268.3333333333
MA,2017.0,3.0,1768131.0
MA,2017.0,4.0,1740366.0
MA,2018.0,1.0,1878095.3333333333
MA,2018.0,2.0,1830304.0
MA,2018.0,3.0,1766586.0
MA,2018.0,4.0,1739616.6666666667
MA,2019.0,1.0,1462917.6666666667
MA,2019.0,2.0,1450171.6666666667
MA,2019.0,3.0,1727308.6666666667
MA,2019.0,4.0,1706651.6666666667
MA,2020.0,1.0,1703807.6666666667
MA,2020.0,2.0,1705358.3333333333
MA,2020.0,3.0,1753054.6666666667
MA,2020.0,4.0,1784354.3333333333
MA,2021.0,1.0,1843112.0
MA,2021.0,2.0,1884848.3333333333
MA,2021.0,3.0,1953086.0
MA,2021.0,4.0,2055273.6666666667
MA,2022.0,1.0,2053507.3333333333
MA,2022.0,2.0,2083138.6666666667
MA,2022.0,3.0,2125770.6666666665
MA,2022.0,4.0,2184993.3333333335
MA,2023.0,1.0,2229437.3333333335
MA,2023.0,2.0,2278629.3333333335
MA,2023.0,3.0,2274257.6666666665
MA,2023.0,4.0,2209795.3333333335
MA,2024.0,1.0,2074914.6666666667
MA,2024.0,2.0,1996287.6666666667
MA,2024.0,3.0,2003834.6666666667
MA,2024.0,4.0,2016810.3333333333
MD,2014.0,1.0,1053314.6666666667
MD,2014.0,2.0,1145304.6666666667
MD,2014.0,3.0,1149670.3333333333
MD,2014.0,4.0,1113914.3333333333
MD,2015.0,1.0,1174972.6666666667
MD,2015.0,2.0,1113980.6666666667
MD,2015.0,3.0,1078838.3333333333
MD,2015.0,4.0,1066204.6666666667
MD,2016.0,1.0,1086324.3333333333
MD,2016.0,2.0,1126738.0
MD,2016.0,3.0,1153758.6666666667
MD,2016.0,4.0,1175188.3333333333
MD,2017.0,1.0,1202317.0
MD,2017.0,2.0,1213787.0
MD,2017.0,3.0,1215368.0
MD,2017.0,4.0,1220146.6666666667
MD,2018.0,1.0,1233550.3333333333
MD,2018.0,2.0,1227714.0
MD,2018.0,3.0,1215304.3333333333
MD,2018.0,4.0,1213467.0
MD,2019.0,1.0,1216661.6666666667
MD,2019.0,2.0,1227281.3333333333
MD,2019.0,3.0,1237960.0
MD,2019.0,4.0,1245449.3333333333
MD,2020.0,1.0,1253110.6666666667
MD,2020.0,2.0,1285785.0
MD,2020.0,3.0,1327499.3333333333
MD,2020.0,4.0,1367206.0
MD,2021.0,1.0,1408076.3333333333
MD,2021.0,2.0,1437092.6666666667
MD,2021.0,3.0,1461700.3333333333
MD,2021.0,4.0,1485104.3333333333
MD,2022.0,1.0,1511227.0
MD,2022.0,2.0,2851931.0
MD,2022.0,3.0,1557655.6666666667
MD,2022.0,4.0,1578254.3333333333
MD,2023.0,1.0,1601418.6666666667
MD,2023.0,2.0,1614792.0
MD,2023.0,3.0,1581770.0
MD,2023.0,4.0,1565632.6666666667
MD,2024.0,1.0,1512911.3333333333
MD,2024.0,2.0,1488057.3333333333
MD,2024.0,3.0,1426974.0
MD,2024.0,4.0,1372899.3333333333
ME,2014.0,1.0,299737.3333333333
ME,2014.0,2.0,295735.3333333333
ME,2014.0,3.0,290375.0
ME,2014.0,4.0,284998.0
ME,2015.0,1.0,278316.3333333333
ME,2015.0,2.0,276452.0
ME,2015.0,3.0,275292.6666666667
ME,2015.0,4.0,273214.0
ME,2016.0,1.0,270909.0
ME,2016.0,2.0,267887.6666666667
ME,2016.0,3.0,264431.6666666667
ME,2016.0,4.0,261585.66666666666
ME,2017.0,1.0,259691.66666666666
ME,2017.0,2.0,259469.0
ME,2017.0,3.0,258600.0
ME,2017.0,4.0,257078.66666666666
ME,2018.0,1.0,256686.0
ME,2018.0,2.0,256432.0
ME,2018.0,3.0,252692.33333333334
ME,2018.0,4.0,250010.33333333334
ME,2019.0,1.0,256529.66666666666
ME,2019.0,2.0,267016.6666666667
ME,2019.0,3.0,277183.3333333333
ME,2019.0,4.0,282683.3333333333
ME,2020.0,1.0,285832.6666666667
ME,2020.0,2.0,301338.6666666667
ME,2020.0,3.0,314465.0
ME,2020.0,4.0,326431.0
ME,2021.0,1.0,336744.6666666667
ME,2021.0,2.0,346342.6666666667
ME,2021.0,3.0,353019.0
ME,2021.0,4.0,358799.0
ME,2022.0,1.0,365849.0
ME,2022.0,2.0,377374.6666666667
ME,2022.0,3.0,385271.0
ME,2022.0,4.0,394347.3333333333
ME,2023.0,1.0,407979.0
ME,2023.0,2.0,413851.6666666667
ME,2023.0,3.0,407454.6666666667
ME,2023.0,4.0,401102.6666666667
ME,2024.0,1.0,400106.6666666667
ME,2024.0,2.0,396392.3333333333
ME,2024.0,3.0,396745.6666666667
ME,2024.0,4.0,378154.3333333333
MI,2014.0,1.0,1808995.0
MI,2014.0,2.0,2072678.0
MI,2014.0,3.0,2127954.6666666665
MI,2014.0,4.0,2143468.6666666665
MI,2015.0,1.0,2230228.3333333335
MI,2015.0,2.0,2269138.6666666665
MI,2015.0,3.0,2298231.0
MI,2015.0,4.0,2286387.6666666665
MI,2016.0,1.0,2316592.0
MI,2016.0,2.0,2316305.0
MI,2016.0,3.0,2307625.0
MI,2016.0,4.0,2350128.3333333335
MI,2017.0,1.0,2393812.3333333335
MI,2017.0,2.0,2107279.3333333335
MI,2017.0,3.0,1612240.6666666667
MI,2017.0,4.0,2432629.3333333335
MI,2018.0,1.0,2447338.0
MI,2018.0,2.0,2440101.3333333335
MI,2018.0,3.0,2434395.3333333335
MI,2018.0,4.0,2423788.0
MI,2019.0,1.0,2433139.3333333335
MI,2019.0,2.0,2402479.0
MI,2019.0,3.0,2375436.3333333335
MI,2019.0,4.0,2384103.6666666665
MI,2020.0,1.0,2410589.3333333335
MI,2020.0,2.0,2501887.0
MI,2020.0,3.0,2599339.0
MI,2020.0,4.0,2692540.3333333335
MI,2021.0,1.0,2769102.3333333335
MI,2021.0,2.0,2813740.3333333335
MI,2021.0,3.0,2847527.3333333335
MI,2021.0,4.0,2890871.6666666665
MI,2022.0,1.0,2929334.3333333335
MI,2022.0,2.0,2960733.3333333335
MI,2022.0,3.0,3001142.3333333335
MI,2022.0,4.0,3042227.6666666665
MI,2023.0,1.0,3082259.0
MI,2023.0,2.0,3109684.6666666665
MI,2023.0,3.0,3053203.0
MI,2023.0,4.0,2832446.0
MI,2024.0,1.0,2657247.0
MI,2024.0,2.0,2464790.3333333335
MI,2024.0,3.0,2365379.6666666665
MI,2024.0,4.0,2371853.3333333335
MN,2014.0,1.0,963670.6666666666
MN,2014.0,2.0,1026671.0
MN,2014.0,3.0,1070196.0
MN,2014.0,4.0,1103534.6666666667
MN,2015.0,1.0,1153600.6666666667
MN,2015.0,2.0,1157693.3333333333
MN,2015.0,3.0,1158247.0
MN,2015.0,4.0,1190646.3333333333
MN,2016.0,1.0,1178357.6666666667
MN,2016.0,2.0,1163022.3333333333
MN,2016.0,3.0,1159202.3333333333
MN,2016.0,4.0,1143529.0
MN,2017.0,1.0,1142545.3333333333
MN,2017.0,2.0,1157744.0
MN,2017.0,3.0,1078559.3333333333
MN,2017.0,4.0,1088368.6666666667
MN,2018.0,1.0,1093775.3333333333
MN,2018.0,2.0,1096979.6666666667
MN,2018.0,3.0,1093616.3333333333
MN,2018.0,4.0,1079819.3333333333
MN,2019.0,1.0,1065215.3333333333
MN,2019.0,2.0,1058273.6666666667
MN,2019.0,3.0,1057468.6666666667
MN,2019.0,4.0,1051726.6666666667
MN,2020.0,1.0,1056514.0
MN,2020.0,2.0,1092638.6666666667
MN,2020.0,3.0,1133440.3333333333
MN,2020.0,4.0,1170814.0
MN,2021.0,1.0,1206916.3333333333
MN,2021.0,2.0,1232863.3333333333
MN,2021.0,3.0,1258377.6666666667
MN,2021.0,4.0,1280759.6666666667
MN,2022.0,1.0,1307001.3333333333
MN,2022.0,2.0,1326701.0
MN,2022.0,3.0,1352462.0
MN,2022.0,4.0,1380851.0
MN,2023.0,1.0,1404802.0
MN,2023.0,2.0,1421809.0
MN,2023.0,3.0,1391424.3333333333
MN,2023.0,4.0,1361521.6666666667
MN,2024.0,1.0,1272915.6666666667
MN,2024.0,2.0,1195697.6666666667
MN,2024.0,3.0,1191418.0
MN,2024.0,4.0,1177608.3333333333
MO,2014.0,1.0,783371.0
MO,2014.0,2.0,777803.6666666666
MO,2014.0,3.0,796792.3333333334
MO,2014.0,4.0,833203.0
MO,2015.0,1.0,869805.0
MO,2015.0,2.0,916203.0
MO,2015.0,3.0,934890.3333333334
MO,2015.0,4.0,951777.0
MO,2016.0,1.0,966336.0
MO,2016.0,2.0,975557.3333333334
MO,2016.0,3.0,978994.3333333334
MO,2016.0,4.0,988131.6666666666
MO,2017.0,1.0,987225.3333333334
MO,2017.0,2.0,982763.6666666666
MO,2017.0,3.0,975779.3333333334
MO,2017.0,4.0,969437.0
MO,2018.0,1.0,963390.0
MO,2018.0,2.0,962560.6666666666
MO,2018.0,3.0,938083.6666666666
MO,2018.0,4.0,905763.3333333334
MO,2019.0,1.0,889020.3333333334
MO,2019.0,2.0,858937.6666666666
MO,2019.0,3.0,838997.6666666666
MO,2019.0,4.0,837560.0
MO,2020.0,1.0,837966.3333333334
MO,2020.0,2.0,902855.0
MO,2020.0,3.0,955042.0
MO,2020.0,4.0,996597.0
MO,2021.0,1.0,1028149.0
MO,2021.0,2.0,1059809.0
MO,2021.0,3.0,1085323.6666666667
MO,2021.0,4.0,1135420.3333333333
MO,2022.0,1.0,1191943.3333333333
MO,2022.0,2.0,1263844.6666666667
MO,2022.0,3.0,1345694.6666666667
MO,2022.0,4.0,1413574.0
MO,2023.0,1.0,1472011.3333333333
MO,2023.0,2.0,1500431.0
MO,2023.0,3.0,1464300.6666666667
MO,2023.0,4.0,1402820.6666666667
MO,2024.0,1.0,1328407.3333333333
MO,2024.0,2.0,1254017.3333333333
MO,2024.0,3.0,1225167.6666666667
MO,2024.0,4.0,1224405.6666666667
MP,2014.0,1.0,17000.0
MP,2014.0,2.0,17000.0
MP,2014.0,3.0,17000.0
MP,2014.0,4.0,17000.0
MP,2015.0,1.0,17000.0
MP,2015.0,2.0,17000.0
MP,2015.0,3.0,17000.0
MP,2015.0,4.0,17000.0
MP,2016.0,1.0,17000.0
MP,2016.0,2.0,17000.0
MP,2016.0,3.0,17000.0
MP,2016.0,4.0,15472.0
MP,2017.0,1.0,15472.0
MP,2017.0,2.0,15472.0
MP,2017.0,3.0,15472.0
MP,2017.0,4.0,1071.3333333333333
MP,2018.0,1.0,1387.0
MP,2018.0,2.0,1342.6666666666667
MP,2018.0,3.0,17021.0
MP,2018.0,4.0,15994.666666666666
MP,2019.0,1.0,16125.666666666666
MP,2019.0,2.0,16337.0
MP,2019.0,3.0,16554.333333333332
MP,2019.0,4.0,16110.666666666666
MP,2020.0,1.0,16435.666666666668
MP,2020.0,2.0,15952.666666666666
MP,2020.0,3.0,16462.0
MP,2020.0,4.0,15786.0
MP,2021.0,1.0,16010.333333333334
MP,2021.0,2.0,16668.666666666668
MP,2021.0,3.0,16305.0
MP,2021.0,4.0,15397.666666666666
MP,2022.0,1.0,15277.0
MP,2022.0,2.0,19700.0
MP,2022.0,3.0,21511.0
MP,2022.0,4.0,20648.0
MP,2023.0,1.0,20648.0
MP,2023.0,2.0,20620.0
MP,2023.0,3.0,15837.666666666666
MP,2023.0,4.0,15669.666666666666
MP,2024.0,1.0,19747.333333333332
MP,2024.0,2.0,20936.666666666668
MP,2024.0,3.0,17114.666666666668
MP,2024.0,4.0,17114.666666666668
MS,2014.0,1.0,653320.3333333334
MS,2014.0,2.0,682017.0
MS,2014.0,3.0,700201.0
MS,2014.0,4.0,719890.3333333334
MS,2015.0,1.0,745445.3333333334
MS,2015.0,2.0,743358.0
MS,2015.0,3.0,733922.0
MS,2015.0,4.0,725012.3333333334
MS,2016.0,1.0,728075.0
MS,2016.0,2.0,727804.3333333334
MS,2016.0,3.0,719768.3333333334
MS,2016.0,4.0,713800.0
MS,2017.0,1.0,713307.6666666666
MS,2017.0,2.0,712256.6666666666
MS,2017.0,3.0,708525.3333333334
MS,2017.0,4.0,704534.3333333334
MS,2018.0,1.0,696256.0
MS,2018.0,2.0,687221.0
MS,2018.0,3.0,677417.0
MS,2018.0,4.0,672875.6666666666
MS,2019.0,1.0,674603.3333333334
MS,2019.0,2.0,674250.6666666666
MS,2019.0,3.0,672577.6666666666
MS,2019.0,4.0,672181.0
MS,2020.0,1.0,671046.3333333334
MS,2020.0,2.0,684695.3333333334
MS,2020.0,3.0,713047.3333333334
MS,2020.0,4.0,735130.6666666666
MS,2021.0,1.0,752850.3333333334
MS,2021.0,2.0,768287.6666666666
MS,2021.0,3.0,781131.0
MS,2021.0,4.0,792699.0
MS,2022.0,1.0,802427.3333333334
MS,2022.0,2.0,810856.6666666666
MS,2022.0,3.0,821454.0
MS,2022.0,4.0,835375.0
MS,2023.0,1.0,849869.6666666666
MS,2023.0,2.0,859587.3333333334
MS,2023.0,3.0,814612.0
MS,2023.0,4.0,768278.6666666666
MS,2024.0,1.0,749043.0
MS,2024.0,2.0,684747.3333333334
MS,2024.0,3.0,656481.0
MS,2024.0,4.0,656719.0
MT,2014.0,1.0,148270.66666666666
MT,2014.0,2.0,150069.33333333334
MT,2014.0,3.0,146031.66666666666
MT,2014.0,4.0,151561.66666666666
MT,2015.0,1.0,128554.0
MT,2015.0,2.0,131958.66666666666
MT,2015.0,3.0,135499.66666666666
MT,2015.0,4.0,138506.66666666666
MT,2016.0,1.0,196647.0
MT,2016.0,2.0,206482.0
MT,2016.0,3.0,209136.66666666666
MT,2016.0,4.0,223526.0
MT,2017.0,1.0,226381.66666666666
MT,2017.0,2.0,239372.0
MT,2017.0,3.0,242843.66666666666
MT,2017.0,4.0,246575.66666666666
MT,2018.0,1.0,257005.0
MT,2018.0,2.0,259752.33333333334
MT,2018.0,3.0,257077.0
MT,2018.0,4.0,257472.0
MT,2019.0,1.0,258001.0
MT,2019.0,2.0,255379.66666666666
MT,2019.0,3.0,252092.33333333334
MT,2019.0,4.0,248085.0
MT,2020.0,1.0,240144.33333333334
MT,2020.0,2.0,243010.0
MT,2020.0,3.0,251398.66666666666
MT,2020.0,4.0,261797.33333333334
MT,2021.0,1.0,270313.3333333333
MT,2021.0,2.0,275899.6666666667
MT,2021.0,3.0,281404.6666666667
MT,2021.0,4.0,287018.0
MT,2022.0,1.0,292913.3333333333
MT,2022.0,2.0,296747.3333333333
MT,2022.0,3.0,300662.0
MT,2022.0,4.0,306599.3333333333
MT,2023.0,1.0,312812.0
MT,2023.0,2.0,310275.3333333333
MT,2023.0,3.0,274635.0
MT,2023.0,4.0,246243.33333333334
MT,2024.0,1.0,235771.33333333334
MT,2024.0,2.0,229313.0
MT,2024.0,3.0,220762.33333333334
MT,2024.0,4.0,214296.0
NC,2014.0,1.0,1817853.3333333333
NC,2014.0,2.0,1857726.0
NC,2014.0,3.0,1890528.3333333333
NC,2014.0,4.0,1924695.0
NC,2015.0,1.0,1964400.6666666667
NC,2015.0,2.0,1975593.0
NC,2015.0,3.0,1975321.0
NC,2015.0,4.0,1994253.6666666667
NC,2016.0,1.0,2031892.0
NC,2016.0,2.0,2040774.6666666667
NC,2016.0,3.0,2056434.6666666667
NC,2016.0,4.0,2080202.6666666667
NC,2017.0,1.0,2091461.6666666667
NC,2017.0,2.0,2089079.3333333333
NC,2017.0,3.0,2069763.3333333333
NC,2017.0,4.0,2137631.0
NC,2018.0,1.0,2155117.0
NC,2018.0,2.0,2164444.3333333335
NC,2018.0,3.0,2180959.3333333335
NC,2018.0,4.0,2180708.3333333335
NC,2019.0,1.0,2171385.0
NC,2019.0,2.0,2136004.3333333335
NC,2019.0,3.0,2173067.0
NC,2019.0,4.0,2165236.0
NC,2020.0,1.0,2153833.6666666665
NC,2020.0,2.0,2213258.3333333335
NC,2020.0,3.0,2289944.0
NC,2020.0,4.0,2380372.0
NC,2021.0,1.0,2453310.6666666665
NC,2021.0,2.0,2512176.3333333335
NC,2021.0,3.0,2579149.3333333335
NC,2021.0,4.0,2647661.0
NC,2022.0,1.0,2713350.3333333335
NC,2022.0,2.0,2763901.0
NC,2022.0,3.0,2825201.3333333335
NC,2022.0,4.0,2886698.3333333335
NC,2023.0,1.0,2944013.0
NC,2023.0,2.0,3011706.6666666665
NC,2023.0,3.0,2956922.0
NC,2023.0,4.0,2955245.6666666665
NC,2024.0,1.0,3017497.3333333335
NC,2024.0,2.0,3044770.3333333335
NC,2024.0,3.0,3072878.6666666665
NC,2024.0,4.0,3115827.3333333335
ND,2014.0,1.0,77848.0
ND,2014.0,2.0,80475.0
ND,2014.0,3.0,79207.66666666667
ND,2014.0,4.0,82088.66666666667
ND,2015.0,1.0,86128.33333333333
ND,2015.0,2.0,86825.0
ND,2015.0,3.0,86668.66666666667
ND,2015.0,4.0,87131.66666666667
ND,2016.0,1.0,91794.0
ND,2016.0,2.0,93247.33333333333
ND,2016.0,3.0,93377.0
ND,2016.0,4.0,93473.0
ND,2017.0,1.0,92094.66666666667
ND,2017.0,2.0,92350.66666666667
ND,2017.0,3.0,92164.5
ND,2017.0,4.0,93110.66666666667
ND,2018.0,1.0,93162.0
ND,2018.0,2.0,93856.0
ND,2018.0,3.0,92224.66666666667
ND,2018.0,4.0,90829.66666666667
ND,2019.0,1.0,89512.66666666667
ND,2019.0,2.0,89836.33333333333
ND,2019.0,3.0,88958.66666666667
ND,2019.0,4.0,88656.33333333333
ND,2020.0,1.0,89978.33333333333
ND,2020.0,2.0,94455.0
ND,2020.0,3.0,102093.33333333333
ND,2020.0,4.0,109145.66666666667
ND,2021.0,1.0,111339.0
ND,2021.0,2.0,114918.66666666667
ND,2021.0,3.0,113420.33333333333
ND,2021.0,4.0,118304.0
ND,2022.0,1.0,121531.66666666667
ND,2022.0,2.0,124499.33333333333
ND,2022.0,3.0,127539.33333333333
ND,2022.0,4.0,130585.33333333333
ND,2023.0,1.0,134089.0
ND,2023.0,2.0,135983.66666666666
ND,2023.0,3.0,123595.33333333333
ND,2023.0,4.0,117393.66666666667
ND,2024.0,1.0,111087.0
ND,2024.0,2.0,105558.33333333333
ND,2024.0,3.0,106143.66666666667
ND,2024.0,4.0,107198.33333333333
NE,2014.0,1.0,234837.66666666666
NE,2014.0,2.0,234534.0
NE,2014.0,3.0,234866.0
NE,2014.0,4.0,235203.33333333334
NE,2015.0,1.0,235405.0
NE,2015.0,2.0,233385.33333333334
NE,2015.0,3.0,231824.0
NE,2015.0,4.0,233169.33333333334
NE,2016.0,1.0,234555.0
NE,2016.0,2.0,236627.66666666666
NE,2016.0,3.0,237685.33333333334
NE,2016.0,4.0,239195.66666666666
NE,2017.0,1.0,240132.66666666666
NE,2017.0,2.0,240964.0
NE,2017.0,3.0,259047.33333333334
NE,2017.0,4.0,242860.33333333334
NE,2018.0,1.0,246703.33333333334
NE,2018.0,2.0,247011.66666666666
NE,2018.0,3.0,245673.0
NE,2018.0,4.0,244690.66666666666
NE,2019.0,1.0,244896.0
NE,2019.0,2.0,243623.66666666666
NE,2019.0,3.0,241609.0
NE,2019.0,4.0,237580.33333333334
NE,2020.0,1.0,238864.66666666666
NE,2020.0,2.0,245028.33333333334
NE,2020.0,3.0,254702.33333333334
NE,2020.0,4.0,292901.3333333333
NE,2021.0,1.0,311750.6666666667
NE,2021.0,2.0,326237.6666666667
NE,2021.0,3.0,334842.3333333333
NE,2021.0,4.0,349679.3333333333
NE,2022.0,1.0,361824.3333333333
NE,2022.0,2.0,375895.3333333333
NE,2022.0,3.0,377983.6666666667
NE,2022.0,4.0,387331.3333333333
NE,2023.0,1.0,396163.0
NE,2023.0,2.0,400764.0
NE,2023.0,3.0,387581.6666666667
NE,2023.0,4.0,372487.6666666667
NE,2024.0,1.0,360684.6666666667
NE,2024.0,2.0,350884.3333333333
NE,2024.0,3.0,346170.0
NE,2024.0,4.0,342350.0
NH,2014.0,1.0,134475.0
NH,2014.0,2.0,138608.0
