unique_id,ds,cutoff,y,Naive,HistoricAverage,WindowAverage,SeasonalNaive,ARIMA,SARIMA,HoltWinters,DynamicOptimizedTheta
IN_P01,2020-01-01,2019-10-01,504723.739,252776.625,261234.5109375,294718.11125,261384.0,261234.5109375001,261234.5109375001,272422.2264899231,274449.31347768207
IN_P01,2020-04-01,2019-10-01,568614.1680000001,252776.625,261234.5109375,294718.11125,297874.5,261234.5109375001,261234.5109375001,321375.4504841058,274449.31347768207
IN_P01,2020-07-01,2019-10-01,326417.045,252776.625,261234.5109375,294718.11125,366837.32,261234.5109375001,261234.5109375001,302636.6454239056,274449.31347768207
IN_P01,2020-10-01,2019-10-01,533317.358,252776.625,261234.5109375,294718.11125,252776.625,261234.5109375001,261234.5109375001,333320.949103968,274449.31347768207
IN_P01,2021-01-01,2020-10-01,377469.17,533317.358,305641.22425,483268.0775,504723.739,450106.2721696846,474162.07863236184,442310.2918512927,452241.62205622235
IN_P01,2021-04-01,2020-10-01,672855.95,533317.358,305641.22425,483268.0775,568614.1680000001,450106.2721696846,427798.71033493563,494260.74152879947,459431.77917290834
IN_P01,2021-07-01,2020-10-01,536924.943,533317.358,305641.22425,483268.0775,326417.045,450106.2721696846,493195.308751196,432075.38130278577,466490.8647714738
IN_P01,2021-10-01,2020-10-01,372694.38,533317.358,305641.22425,483268.0775,533317.358,450106.2721696846,460619.9772720175,497261.0412047088,473421.3837300502
IN_P01,2022-01-01,2021-10-01,367263.167,372694.38,336365.37200000003,489986.11075,377469.17,535988.1582790072,535988.1582790072,498717.8903240238,507979.7316912375
IN_P01,2022-04-01,2021-10-01,383058.75,372694.38,336365.37200000003,489986.11075,672855.95,516868.6373712205,516868.6373712205,589435.7880490186,520740.66454411217
IN_P01,2022-07-01,2021-10-01,514888.75,372694.38,336365.37200000003,489986.11075,536924.943,536138.4484700795,536138.4484700795,515874.36731563514,533440.1221629337
IN_P01,2022-10-01,2021-10-01,400316.355,372694.38,336365.37200000003,489986.11075,372694.38,547329.1292725925,547329.1292725925,543228.4397308131,546082.8738030454
IN_P01,2023-01-01,2022-10-01,441016.81,400316.355,347796.28392857144,416381.75549999997,367263.167,433401.19045312225,433401.19045312225,484282.76660510927,446796.2081668909
IN_P01,2023-04-01,2022-10-01,466925.4,400316.355,347796.28392857144,416381.75549999997,383058.75,433401.19045312225,433401.19045312225,565418.0604579622,449464.0177979816
IN_P01,2023-07-01,2022-10-01,398686.0,400316.355,347796.28392857144,416381.75549999997,514888.75,433401.19045312225,433401.19045312225,519732.907867022,452042.73338387883
IN_P01,2023-10-01,2022-10-01,408553.5,400316.355,347796.28392857144,416381.75549999997,400316.355,433401.19045312225,433401.19045312225,528703.1611724991,454537.59649644746
IN_P01,2024-01-01,2023-10-01,353987.75,408553.5,357921.176875,428795.4275,441016.81,423356.7946800641,423356.7946800641,487674.39446357975,430405.100091094
IN_P01,2024-04-01,2023-10-01,367506.687,408553.5,357921.176875,428795.4275,466925.4,423356.7946800641,423356.7946800641,563790.8520112515,431631.6864812349
IN_P01,2024-07-01,2023-10-01,345368.75,408553.5,357921.176875,428795.4275,398686.0,423356.7946800641,423356.7946800641,513708.44740205444,432809.8048977772
IN_P01,2024-10-01,2023-10-01,307587.5,408553.5,357921.176875,428795.4275,408553.5,423356.7946800641,423356.7946800641,519236.28190964175,433942.60742447677
IN_P02,2020-01-01,2019-10-01,2597.0,3232.0,31718.9375,3241.25,8545.0,31718.937500000015,31718.937500000015,-70367.66850164565,25097.06441189734
IN_P02,2020-04-01,2019-10-01,618.0,3232.0,31718.9375,3241.25,541.0,31718.937500000015,31718.937500000015,-51447.19267126185,25097.06441189734
IN_P02,2020-07-01,2019-10-01,3040.0,3232.0,31718.9375,3241.25,647.0,31718.937500000015,31718.937500000015,-50775.80955599901,25097.06441189734
IN_P02,2020-10-01,2019-10-01,1426.0,3232.0,31718.9375,3241.25,3232.0,31718.937500000015,31718.937500000015,9660.410052763022,25097.06441189734
IN_P02,2021-01-01,2020-10-01,6961.0,1426.0,25759.2,1920.25,2597.0,25759.199999999993,25759.199999999993,-58877.951490569496,16545.98931330679
IN_P02,2021-04-01,2020-10-01,988.0,1426.0,25759.2,1920.25,618.0,25759.199999999993,25759.199999999993,-45271.49134604665,16545.98931330679
